DateTime,Air temperature | (°C),Power generated by system | (MW),Pressure | (atm),Wind speed | (m/s)
2020-04-22 20:00:00,25.972,0,0.979608,1.712
2020-04-22 21:00:00,26.43,0,0.979338,1.091
2020-04-22 22:00:00,26.777,0,0.979036,1.478
2020-04-22 23:00:00,26.721,0,0.979167,2.411
2020-04-23 00:00:00,24.749,0,0.979237,1.887
2020-04-23 01:00:00,20.034,0,0.979334,2.193
2020-04-23 02:00:00,18.768,0,0.979586,0.879
2020-04-23 03:00:00,17.987,0,0.979981,1.226
2020-04-23 04:00:00,17.248,0,0.980058,1.791
2020-04-23 05:00:00,16.205,0,0.979959,2.893
2020-04-23 06:00:00,15.2,0,0.980074,3.504
2020-04-23 07:00:00,14.279,0,0.980386,3.473
2020-04-23 08:00:00,13.705,0,0.980553,2.984
2020-04-23 09:00:00,12.827,0.940257,0.980969,3.792
2020-04-23 10:00:00,13.117,28.7864,0.981356,8.577
2020-04-23 11:00:00,14.185,46.2593,0.981879,10.317
2020-04-23 12:00:00,14.246,46.1067,0.98241,10.296
2020-04-23 13:00:00,16.737,22.4549,0.982881,7.903
2020-04-23 14:00:00,18.97,3.66239,0.983293,4.854
2020-04-23 15:00:00,21.134,0.968309,0.983325,3.819
2020-04-23 16:00:00,23.354,0.846758,0.983195,3.768
2020-04-23 17:00:00,24.696,0,0.982842,2.985
2020-04-23 18:00:00,25.935,0,0.982528,1.715
2020-04-23 19:00:00,26.884,0,0.982083,0.562
2020-04-23 20:00:00,27.162,0,0.981665,1.602
2020-04-23 21:00:00,27.533,0,0.981181,0.621
2020-04-23 22:00:00,28.068,0,0.980697,1.937
2020-04-23 23:00:00,27.953,0,0.980522,2.582
2020-04-24 00:00:00,25.664,3.70653,0.980576,4.904
2020-04-24 01:00:00,22.282,3.57131,0.98065,4.848
2020-04-24 02:00:00,19.99,14.0005,0.980831,6.861
2020-04-24 03:00:00,18.471,23.5562,0.98097,8.07
2020-04-24 04:00:00,17.411,10.297,0.981309,6.262
2020-04-24 05:00:00,16.982,16.4374,0.981413,7.23
2020-04-24 06:00:00,17.142,20.1907,0.981698,7.721
2020-04-24 07:00:00,17.149,19.6428,0.982046,7.649
2020-04-24 08:00:00,17.408,18.1473,0.982356,7.406
2020-04-24 09:00:00,18.229,18.2423,0.982668,7.414
2020-04-24 10:00:00,17.505,22.4104,0.983046,7.924
2020-04-24 11:00:00,17.327,24.9989,0.98339,8.189
2020-04-24 12:00:00,16.773,34.8564,0.983625,9.215
2020-04-24 13:00:00,18.277,12.3668,0.983919,6.618
2020-04-24 14:00:00,20.787,5.87814,0.98415,5.468
2020-04-24 15:00:00,22.662,13.3648,0.984167,6.868
2020-04-24 16:00:00,23.928,12.6079,0.984037,6.717
2020-04-24 17:00:00,25.122,9.83109,0.983553,6.184
2020-04-24 18:00:00,26.058,8.93586,0.983116,6.049
2020-04-24 19:00:00,26.712,8.88673,0.982647,6.045
2020-04-24 20:00:00,27.118,9.84164,0.982062,6.218
2020-04-24 21:00:00,27.352,10.1508,0.981525,6.304
2020-04-24 22:00:00,27.253,10.5201,0.981135,6.399
2020-04-24 23:00:00,26.471,12.5702,0.981165,6.765
2020-04-25 00:00:00,24.944,19.4463,0.981119,7.582
2020-04-25 01:00:00,23.141,21.5407,0.98101,7.846
2020-04-25 02:00:00,20.96,10.0761,0.98101,6.175
2020-04-25 03:00:00,21.822,26.2754,0.98092,8.369
2020-04-25 04:00:00,20.948,30.8348,0.980739,8.831
2020-04-25 05:00:00,20.325,29.9499,0.980469,8.739
2020-04-25 06:00:00,18.241,33.9657,0.980393,9.127
2020-04-25 07:00:00,17.027,32.3649,0.98047,8.939
2020-04-25 08:00:00,16.048,30.6736,0.98058,8.771
2020-04-25 09:00:00,15.378,37.3392,0.980613,9.489
2020-04-25 10:00:00,15.002,31.785,0.980699,8.859
2020-04-25 11:00:00,14.862,31.5719,0.981059,8.841
2020-04-25 12:00:00,15.306,28.7914,0.981322,8.612
2020-04-25 13:00:00,18.676,10.8939,0.981448,6.334
2020-04-25 14:00:00,21.222,1.39457,0.981566,4.032
2020-04-25 15:00:00,23.43,5.04943,0.981443,5.235
2020-04-25 16:00:00,24.843,9.57448,0.981379,6.12
2020-04-25 17:00:00,25.78,18.4684,0.981012,7.48
2020-04-25 18:00:00,26.544,22.924,0.980585,8.094
2020-04-25 19:00:00,27.234,25.6751,0.980164,8.403
2020-04-25 20:00:00,27.718,27.7261,0.97956,8.657
2020-04-25 21:00:00,28.181,20.798,0.978975,7.897
2020-04-25 22:00:00,27.576,25.6306,0.978628,8.406
2020-04-25 23:00:00,27.56,22.7944,0.978377,8.135
2020-04-26 00:00:00,26.032,21.3032,0.978318,7.968
2020-04-26 01:00:00,21.869,30.3224,0.978316,8.915
2020-04-26 02:00:00,20.821,38.1434,0.978383,9.745
2020-04-26 03:00:00,19.003,46.6868,0.97846,10.562
2020-04-26 04:00:00,18.479,38.0533,0.97862,9.691
2020-04-26 05:00:00,17.367,23.9726,0.978571,8.085
2020-04-26 06:00:00,17.145,33.4267,0.978553,9.049
2020-04-26 07:00:00,16.542,29.2373,0.978794,8.688
2020-04-26 08:00:00,16.724,27.7786,0.979086,8.604
2020-04-26 09:00:00,17.943,27.1008,0.97972,8.444
2020-04-26 10:00:00,18.259,12.7553,0.980157,6.686
2020-04-26 11:00:00,18.173,7.44376,0.98074,5.763
2020-04-26 12:00:00,16.973,0,0.98101,3.114
2020-04-26 13:00:00,17.688,0,0.981154,1.72
2020-04-26 14:00:00,18.728,0,0.982143,2.062
2020-04-26 15:00:00,19.431,0,0.982511,1.965
2020-04-26 16:00:00,20.901,0,0.982299,2.536
2020-04-26 17:00:00,22.055,0.696633,0.982129,3.682
2020-04-26 18:00:00,22.371,4.14942,0.982241,5.008
2020-04-26 19:00:00,21.349,5.23462,0.982257,5.27
2020-04-26 20:00:00,21.226,1.37628,0.982074,4.029
2020-04-26 21:00:00,21.292,1.59968,0.981613,4.134
2020-04-26 22:00:00,22.175,2.98643,0.981104,4.657
2020-04-26 23:00:00,22.972,1.54226,0.980758,4.111
2020-04-27 00:00:00,21.927,6.2968,0.980879,5.505
2020-04-27 01:00:00,19.653,14.9807,0.981042,7.015
2020-04-27 02:00:00,18.77,26.2605,0.981355,8.449
2020-04-27 03:00:00,18.581,39.2527,0.981477,9.745
2020-04-27 04:00:00,18.114,47.3977,0.981512,10.503
2020-04-27 05:00:00,17.744,38.7553,0.981177,9.659
2020-04-27 06:00:00,16.973,29.3658,0.981052,8.662
2020-04-27 07:00:00,15.996,23.5335,0.981034,8.023
2020-04-27 08:00:00,16.413,8.01322,0.981126,5.808
2020-04-27 09:00:00,15.997,1.69339,0.981196,4.167
2020-04-27 10:00:00,15.307,0,0.981135,2.662
2020-04-27 11:00:00,14.724,0,0.981477,1.71
2020-04-27 12:00:00,14.079,0,0.981625,3.198
2020-04-27 13:00:00,14.175,2.50999,0.981556,4.503
2020-04-27 14:00:00,15.163,2.02941,0.981308,4.292
2020-04-27 15:00:00,14.702,0,0.981595,3.464
2020-04-27 16:00:00,15.496,2.1905,0.981074,4.413
2020-04-27 17:00:00,17.557,0,0.980563,2.221
2020-04-27 18:00:00,19.438,0,0.979855,1.904
2020-04-27 19:00:00,21.348,0,0.978968,2.129
2020-04-27 20:00:00,17.796,22.4191,0.979314,8.003
2020-04-27 21:00:00,18.352,1.52946,0.978743,4.1
2020-04-27 22:00:00,19.048,3.52032,0.978254,4.822
2020-04-27 23:00:00,18.42,0,0.978004,3.323
2020-04-28 00:00:00,17.55,0.314115,0.977778,3.647
2020-04-28 01:00:00,17.174,1.96107,0.977844,4.272
2020-04-28 02:00:00,16.821,2.11299,0.977714,4.322
2020-04-28 03:00:00,16.291,1.05548,0.977544,3.908
2020-04-28 04:00:00,16.287,6.86381,0.977295,5.591
2020-04-28 05:00:00,16.1,0,0.976538,3.519
2020-04-28 06:00:00,15.553,0,0.976399,2.794
2020-04-28 07:00:00,14.822,8.54078,0.976855,5.916
2020-04-28 08:00:00,12.962,29.0905,0.977074,8.603
2020-04-28 09:00:00,12.563,22.4989,0.977399,7.873
2020-04-28 10:00:00,11.647,20.2984,0.977724,7.587
2020-04-28 11:00:00,11.045,20.5593,0.978299,7.616
2020-04-28 12:00:00,10.689,14.7158,0.978621,6.88
2020-04-28 13:00:00,11.176,6.91685,0.978973,5.587
2020-04-28 14:00:00,11.199,5.99939,0.979294,5.468
2020-04-28 15:00:00,12.126,8.09604,0.979622,5.83
2020-04-28 16:00:00,14.2,7.24412,0.979743,5.716
2020-04-28 17:00:00,15.761,12.5837,0.979528,6.67
2020-04-28 18:00:00,16.7,14.2537,0.979413,6.868
2020-04-28 19:00:00,17.459,18.3975,0.979123,7.404
2020-04-28 20:00:00,18.096,17.8693,0.97868,7.343
2020-04-28 21:00:00,18.429,23.6922,0.978457,8.07
2020-04-28 22:00:00,18.276,21.1188,0.978275,7.769
2020-04-28 23:00:00,17.79,23.9927,0.978277,8.213
2020-04-29 00:00:00,16.466,35.4397,0.978292,9.452
2020-04-29 01:00:00,12.829,41.8987,0.97855,9.952
2020-04-29 02:00:00,11.571,48.5973,0.978879,10.515
2020-04-29 03:00:00,11.576,45.4295,0.979279,10.196
2020-04-29 04:00:00,11.087,41.6874,0.980101,9.857
2020-04-29 05:00:00,8.618,50.0586,0.980854,10.589
2020-04-29 06:00:00,6.469,43.8077,0.981454,9.949
2020-04-29 07:00:00,4.605,41.6879,0.982139,9.751
2020-04-29 08:00:00,4.358,54.6991,0.982632,11.024
2020-04-29 09:00:00,3.77,46.904,0.983088,10.185
2020-04-29 10:00:00,2.464,46.0917,0.983508,10.08
2020-04-29 11:00:00,1.884,45.3153,0.984018,10.005
2020-04-29 12:00:00,2.121,41.2792,0.984398,9.672
2020-04-29 13:00:00,5.152,11.8951,0.984805,6.444
2020-04-29 14:00:00,7.517,10.7342,0.985189,6.197
2020-04-29 15:00:00,8.882,7.58504,0.985366,5.663
2020-04-29 16:00:00,10.168,3.90265,0.985356,4.886
2020-04-29 17:00:00,11.408,3.05057,0.984983,4.678
2020-04-29 18:00:00,12.6,2.43411,0.984687,4.468
2020-04-29 19:00:00,13.709,1.36504,0.984364,4.028
2020-04-29 20:00:00,14.723,0.713518,0.983909,3.678
2020-04-29 21:00:00,15.602,1.66532,0.983473,4.151
2020-04-29 22:00:00,16.038,1.78051,0.983175,4.191
2020-04-29 23:00:00,16.067,0,0.983025,3.499
2020-04-30 00:00:00,14.775,1.47914,0.98294,4.061
2020-04-30 01:00:00,10.426,0,0.982735,3.346
2020-04-30 02:00:00,8.312,0,0.982833,2.33
2020-04-30 03:00:00,7.336,0,0.982797,1.679
2020-04-30 04:00:00,6.51,0,0.982625,0.971
2020-04-30 05:00:00,5.835,0,0.982376,0.752
2020-04-30 06:00:00,4.768,0,0.982366,0.927
2020-04-30 07:00:00,4.125,0,0.982427,1.597
2020-04-30 08:00:00,3.659,0,0.982631,2.553
2020-04-30 09:00:00,3.064,0,0.982754,3.363
2020-04-30 10:00:00,2.762,2.28273,0.982854,4.336
2020-04-30 11:00:00,2.588,10.6938,0.98312,6.174
2020-04-30 12:00:00,4.482,12.3065,0.98326,6.513
2020-04-30 13:00:00,7.771,6.96799,0.98352,5.567
2020-04-30 14:00:00,11.23,0.714052,0.983628,3.676
2020-04-30 15:00:00,14.568,1.15778,0.983488,3.915
2020-04-30 16:00:00,17.348,1.69628,0.982994,4.169
2020-04-30 17:00:00,19.282,1.74096,0.98236,4.18
2020-04-30 18:00:00,21.055,2.3603,0.98172,4.42
2020-04-30 19:00:00,22.264,2.55059,0.98117,4.501
2020-04-30 20:00:00,23.174,3.27809,0.980608,4.768
2020-04-30 21:00:00,23.739,6.01025,0.980083,5.495
2020-04-30 22:00:00,23.889,11.2503,0.979687,6.488
2020-04-30 23:00:00,23.494,15.2354,0.979489,7.042
2020-05-01 00:00:00,21.314,20.7606,0.979289,7.737
2020-05-01 01:00:00,17.322,45.4524,0.979098,10.291
2020-05-01 02:00:00,14.944,55.3826,0.979101,11.603
2020-05-01 03:00:00,14.578,52.2104,0.979232,10.977
2020-05-01 04:00:00,14.222,55.3639,0.979112,11.548
2020-05-01 05:00:00,13.424,56.6757,0.978718,12.184
2020-05-01 06:00:00,13.842,56.6002,0.978693,12.419
2020-05-01 07:00:00,13.969,55.5852,0.978899,11.617
2020-05-01 08:00:00,13.535,45.4221,0.979313,10.216
2020-05-01 09:00:00,13.731,39.9604,0.979607,9.715
2020-05-01 10:00:00,10.963,38.8906,0.979898,9.583
2020-05-01 11:00:00,9.033,35.681,0.98037,9.203
2020-05-01 12:00:00,9.528,37.0658,0.980585,9.38
2020-05-01 13:00:00,13.839,19.6576,0.980894,7.514
2020-05-01 14:00:00,16.67,6.66451,0.980915,5.553
2020-05-01 15:00:00,19.038,13.4922,0.980748,6.778
2020-05-01 16:00:00,21.194,31.2454,0.980361,8.873
2020-05-01 17:00:00,22.742,40.9396,0.979603,9.913
2020-05-01 18:00:00,23.797,48.8853,0.979133,10.763
2020-05-01 19:00:00,24.703,51.0701,0.978621,11.085
2020-05-01 20:00:00,25.38,53.2784,0.977904,11.565
2020-05-01 21:00:00,25.639,54.2832,0.977212,13.469
2020-05-01 22:00:00,25.161,54.3447,0.976754,13.302
2020-05-01 23:00:00,24.938,53.4234,0.976236,11.628
2020-05-02 00:00:00,23.542,54.3985,0.975999,11.986
2020-05-02 01:00:00,22.038,54.8758,0.975974,12.202
2020-05-02 02:00:00,20.547,44.9828,0.976186,10.312
2020-05-02 03:00:00,19.197,45.756,0.97637,10.372
2020-05-02 04:00:00,18.683,36.4834,0.976354,9.457
2020-05-02 05:00:00,17.008,37.0534,0.976157,9.5
2020-05-02 06:00:00,16.062,54.9235,0.976297,11.569
2020-05-02 07:00:00,15.537,49.6512,0.97675,10.695
2020-05-02 08:00:00,14.633,36.8906,0.977327,9.447
2020-05-02 09:00:00,14.707,38.4535,0.977504,9.597
2020-05-02 10:00:00,14.003,41.0936,0.977693,9.837
2020-05-02 11:00:00,12.574,33.7364,0.978181,9.031
2020-05-02 12:00:00,14.323,46.9497,0.977818,10.401
2020-05-02 13:00:00,17.681,30.7412,0.978117,8.796
2020-05-02 14:00:00,19.562,33.2533,0.977827,9.061
2020-05-02 15:00:00,21.589,38.9824,0.977943,9.739
2020-05-02 16:00:00,22.723,44.4397,0.978016,10.278
2020-05-02 17:00:00,23.277,50.6385,0.977602,10.983
2020-05-02 18:00:00,25.034,54.3879,0.977115,12.413
2020-05-02 19:00:00,26.317,54.1282,0.976633,12.527
2020-05-02 20:00:00,26.702,54.041,0.976313,12.443
2020-05-02 21:00:00,27.073,53.9454,0.975791,13.114
2020-05-02 22:00:00,26.433,54.036,0.975347,12.692
2020-05-02 23:00:00,26.229,53.3243,0.974977,11.723
2020-05-03 00:00:00,25.449,52.981,0.974319,11.532
2020-05-03 01:00:00,23,54.2943,0.973928,11.912
2020-05-03 02:00:00,22.789,52.9506,0.974876,11.345
2020-05-03 03:00:00,21.776,52.1214,0.975134,11.17
2020-05-03 04:00:00,21.015,53.6552,0.975238,11.457
2020-05-03 05:00:00,20.97,53.3592,0.975279,11.364
2020-05-03 06:00:00,19.509,34.247,0.975655,9.267
2020-05-03 07:00:00,18.447,0,0.975361,2.972
2020-05-03 08:00:00,17.664,0.886995,0.975304,3.791
2020-05-03 09:00:00,18.006,4.55267,0.97452,5.089
2020-05-03 10:00:00,18.281,35.2443,0.973789,9.325
2020-05-03 11:00:00,17.913,55.5838,0.974855,12.385
2020-05-03 12:00:00,17.396,45.7758,0.975034,10.459
2020-05-03 13:00:00,17.489,23.8562,0.975442,8.176
2020-05-03 14:00:00,18.158,17.3138,0.975749,7.323
2020-05-03 15:00:00,19.484,19.6064,0.975922,7.684
2020-05-03 16:00:00,20.295,26.1885,0.976082,8.407
2020-05-03 17:00:00,21.44,18.6088,0.975991,7.464
2020-05-03 18:00:00,23.397,26.7225,0.975767,8.471
2020-05-03 19:00:00,24.77,33.2266,0.975456,9.158
2020-05-03 20:00:00,25.367,34.0894,0.975358,9.302
2020-05-03 21:00:00,25.519,41.3333,0.97529,10.017
2020-05-03 22:00:00,23.754,24.9274,0.975613,8.405
2020-05-03 23:00:00,24.657,45.9648,0.975834,10.654
2020-05-04 00:00:00,22.586,39.6958,0.976216,9.865
2020-05-04 01:00:00,18.331,46.5878,0.976901,10.442
2020-05-04 02:00:00,15.522,52.2698,0.977694,11.018
2020-05-04 03:00:00,14.516,56.3133,0.978417,12.19
2020-05-04 04:00:00,13.158,55.6167,0.978977,11.678
2020-05-04 05:00:00,10.925,50.3843,0.979214,10.671
2020-05-04 06:00:00,10.081,46.1209,0.979516,10.231
2020-05-04 07:00:00,9.716,51.7893,0.980048,10.794
2020-05-04 08:00:00,8.719,47.3365,0.980543,10.472
2020-05-04 09:00:00,8.185,51.6474,0.980973,10.882
2020-05-04 10:00:00,8.127,51.8535,0.981166,10.922
2020-05-04 11:00:00,7.08,51.362,0.981734,10.763
2020-05-04 12:00:00,8.39,47.7701,0.982052,10.402
2020-05-04 13:00:00,11.434,15.7155,0.982477,7.02
2020-05-04 14:00:00,13.301,9.51754,0.982774,6.074
2020-05-04 15:00:00,15.072,10.2126,0.982851,6.214
2020-05-04 16:00:00,16.749,5.98022,0.982796,5.489
2020-05-04 17:00:00,18.072,1.83306,0.982394,4.233
2020-05-04 18:00:00,19.215,0,0.982168,3.542
2020-05-04 19:00:00,20.181,0,0.981873,2.919
2020-05-04 20:00:00,20.965,0,0.981523,3.087
2020-05-04 21:00:00,21.478,0,0.981246,3.394
2020-05-04 22:00:00,21.692,1.21326,0.981141,3.948
2020-05-04 23:00:00,21.414,2.39948,0.981175,4.48
2020-05-05 00:00:00,19.911,5.36146,0.981172,5.361
2020-05-05 01:00:00,15.197,10.9877,0.981342,6.336
2020-05-05 02:00:00,13.463,21.0656,0.981622,7.699
2020-05-05 03:00:00,13.226,24.6864,0.981846,8.116
2020-05-05 04:00:00,11.938,18.6019,0.981891,7.367
2020-05-05 05:00:00,11.323,13.174,0.981667,6.688
2020-05-05 06:00:00,10.787,30.4203,0.98185,8.694
2020-05-05 07:00:00,9.139,34.6134,0.98224,9.06
2020-05-05 08:00:00,8.863,33.0169,0.982486,8.905
2020-05-05 09:00:00,8.524,33.1927,0.982651,8.917
2020-05-05 10:00:00,8.236,35.7508,0.982881,9.188
2020-05-05 11:00:00,8.193,31.2651,0.983265,8.734
2020-05-05 12:00:00,8.858,28.9584,0.98342,8.537
2020-05-05 13:00:00,11.893,11.9257,0.983635,6.53
2020-05-05 14:00:00,14.597,1.51015,0.983876,4.074
2020-05-05 15:00:00,17.306,2.79167,0.983987,4.572
2020-05-05 16:00:00,19.049,4.96458,0.983956,5.193
2020-05-05 17:00:00,20.319,4.55955,0.98361,5.092
2020-05-05 18:00:00,21.534,4.77596,0.983378,5.156
2020-05-05 19:00:00,22.44,5.34067,0.983081,5.303
2020-05-05 20:00:00,23.123,4.34228,0.9827,5.046
2020-05-05 21:00:00,23.58,5.68021,0.982386,5.391
2020-05-05 22:00:00,23.736,5.16097,0.982074,5.258
2020-05-05 23:00:00,23.438,4.80337,0.982138,5.166
2020-05-06 00:00:00,21.563,3.03263,0.98197,4.675
2020-05-06 01:00:00,16.266,7.88296,0.981945,5.768
2020-05-06 02:00:00,14.419,7.25694,0.981997,5.638
2020-05-06 03:00:00,13.696,9.99376,0.982073,6.126
2020-05-06 04:00:00,12.732,6.13719,0.982117,5.505
2020-05-06 05:00:00,12.059,6.37497,0.981897,5.554
2020-05-06 06:00:00,11.654,8.09009,0.981928,5.865
2020-05-06 07:00:00,10.615,7.34974,0.982096,5.721
2020-05-06 08:00:00,8.762,0,0.982492,3.16
2020-05-06 09:00:00,8.018,0,0.982704,3.073
2020-05-06 10:00:00,7.403,0,0.982987,2.636
2020-05-06 11:00:00,7.28,0,0.983216,2.013
2020-05-06 12:00:00,8.425,0,0.983461,2.872
2020-05-06 13:00:00,12.291,0,0.983661,3.284
2020-05-06 14:00:00,15.695,0,0.983741,1.574
2020-05-06 15:00:00,19.161,0,0.983659,1.392
2020-05-06 16:00:00,22.053,0,0.983426,2.024
2020-05-06 17:00:00,23.684,0,0.982813,1.847
2020-05-06 18:00:00,24.762,0,0.982338,1.809
2020-05-06 19:00:00,25.537,0,0.981811,1.674
2020-05-06 20:00:00,26.133,0,0.98136,1.466
2020-05-06 21:00:00,26.55,0,0.980818,1.58
2020-05-06 22:00:00,26.764,0,0.980242,2.289
2020-05-06 23:00:00,26.642,0,0.980046,2.242
2020-05-07 00:00:00,24.795,0,0.979592,3.271
2020-05-07 01:00:00,21.023,0,0.97933,3.609
2020-05-07 02:00:00,20.093,0,0.979224,3.281
2020-05-07 03:00:00,19.318,1.30323,0.979199,3.983
2020-05-07 04:00:00,19.125,1.7433,0.978913,4.186
2020-05-07 05:00:00,17.982,7.82632,0.978445,5.768
2020-05-07 06:00:00,16.779,2.75054,0.978056,4.555
2020-05-07 07:00:00,15.678,2.03549,0.978,4.311
2020-05-07 08:00:00,16.171,7.75502,0.978119,5.8
2020-05-07 09:00:00,15.791,18.4979,0.97814,7.467
2020-05-07 10:00:00,14.1,15.2855,0.978155,7.048
2020-05-07 11:00:00,14.548,16.7664,0.97822,7.26
2020-05-07 12:00:00,14.597,14.29,0.978248,6.854
2020-05-07 13:00:00,18.038,7.34042,0.97815,5.672
2020-05-07 14:00:00,20.301,1.29802,0.978077,3.979
2020-05-07 15:00:00,23.007,7.89784,0.977639,5.813
2020-05-07 16:00:00,24.629,13.3243,0.977117,6.794
2020-05-07 17:00:00,26.572,29.9703,0.976382,8.815
2020-05-07 18:00:00,27.71,29.8196,0.975842,8.831
2020-05-07 19:00:00,28.466,33.9992,0.975222,9.338
2020-05-07 20:00:00,28.934,34.7091,0.974852,9.476
2020-05-07 21:00:00,29.03,37.1702,0.974333,9.737
2020-05-07 22:00:00,28.918,34.3717,0.973787,9.431
2020-05-07 23:00:00,28.068,41.9264,0.973458,10.157
2020-05-08 00:00:00,26.276,32.9199,0.973157,9.149
2020-05-08 01:00:00,21.997,36.0124,0.97284,9.463
2020-05-08 02:00:00,20.647,51.7075,0.972512,11.11
2020-05-08 03:00:00,20.323,53.7767,0.972176,11.526
2020-05-08 04:00:00,20.127,53.6574,0.971987,11.466
2020-05-08 05:00:00,18.856,49.5006,0.972109,10.763
2020-05-08 06:00:00,19.59,35.8799,0.972288,9.418
2020-05-08 07:00:00,18.788,29.8617,0.97251,8.741
2020-05-08 08:00:00,18.378,28.9844,0.972584,8.654
2020-05-08 09:00:00,17.184,28.0052,0.972426,8.547
2020-05-08 10:00:00,17.146,20.7259,0.972154,7.719
2020-05-08 11:00:00,15.549,17.1005,0.972045,7.231
2020-05-08 12:00:00,16.401,23.93,0.971911,8.088
2020-05-08 13:00:00,18.227,36.4894,0.971758,9.475
2020-05-08 14:00:00,19.31,42.3022,0.971317,10.026
2020-05-08 15:00:00,21.102,52.4447,0.970807,11.244
2020-05-08 16:00:00,21.857,51.2311,0.970649,11.089
2020-05-08 17:00:00,22.955,53.6468,0.970063,11.725
2020-05-08 18:00:00,24.764,53.8024,0.969465,12.015
2020-05-08 19:00:00,25.737,51.2114,0.968283,11.362
2020-05-08 20:00:00,25.659,53.3689,0.967697,12.044
2020-05-08 21:00:00,23.623,49.4598,0.967258,10.974
2020-05-08 22:00:00,22.504,12.3904,0.967322,6.684
2020-05-08 23:00:00,22.358,26.0725,0.967519,8.45
2020-05-09 00:00:00,22.328,7.46668,0.967572,5.742
2020-05-09 01:00:00,20.566,3.29374,0.967615,4.768
2020-05-09 02:00:00,19.153,7.02994,0.968237,5.667
2020-05-09 03:00:00,17.859,27.6632,0.9686,8.559
2020-05-09 04:00:00,16.874,22.9214,0.968607,8.115
2020-05-09 05:00:00,16.057,24.3854,0.968667,8.253
2020-05-09 06:00:00,15.334,14.7445,0.96898,7.057
2020-05-09 07:00:00,14.785,11.8977,0.969383,6.654
2020-05-09 08:00:00,14.336,10.9853,0.969867,6.463
2020-05-09 09:00:00,13.75,11.8864,0.970303,6.585
2020-05-09 10:00:00,12.964,17.0742,0.970626,7.252
2020-05-09 11:00:00,12.682,11.3606,0.971118,6.45
2020-05-09 12:00:00,13.897,1.50873,0.971545,4.114
2020-05-09 13:00:00,14.331,0,0.972045,3.178
2020-05-09 14:00:00,15.778,0,0.972395,2.846
2020-05-09 15:00:00,20.58,0,0.972404,3.057
2020-05-09 16:00:00,22.41,1.07323,0.97235,3.878
2020-05-09 17:00:00,23.751,0.983952,0.972115,3.837
2020-05-09 18:00:00,24.859,1.73603,0.971971,4.208
2020-05-09 19:00:00,25.926,2.28061,0.971865,4.417
2020-05-09 20:00:00,26.455,4.70031,0.971502,5.174
2020-05-09 21:00:00,26.717,4.88303,0.971369,5.224
2020-05-09 22:00:00,26.97,5.51981,0.971127,5.391
2020-05-09 23:00:00,26.544,4.02222,0.971127,5.021
2020-05-10 00:00:00,25.46,2.62238,0.971235,4.55
2020-05-10 01:00:00,23.333,1.08463,0.971411,3.889
2020-05-10 02:00:00,21.535,0,0.971529,2.585
2020-05-10 03:00:00,20.226,0,0.971725,2.807
2020-05-10 04:00:00,19.78,0,0.971847,3.27
2020-05-10 05:00:00,18.91,11.3699,0.97177,6.48
2020-05-10 06:00:00,18.963,24.4683,0.971968,8.165
2020-05-10 07:00:00,17.956,36.8991,0.972567,9.526
2020-05-10 08:00:00,16.908,32.1975,0.972843,8.956
2020-05-10 09:00:00,16.981,33.0603,0.973145,9.069
2020-05-10 10:00:00,16.412,35.0782,0.973489,9.338
2020-05-10 11:00:00,15.853,23.8224,0.97395,8.083
2020-05-10 12:00:00,16.717,15.0124,0.974255,6.979
2020-05-10 13:00:00,17.531,5.35716,0.974523,5.297
2020-05-10 14:00:00,19.099,1.16821,0.974874,3.919
2020-05-10 15:00:00,20.928,0,0.97493,3.347
2020-05-10 16:00:00,22.397,0,0.974804,2.812
2020-05-10 17:00:00,24.045,0,0.974347,1.608
2020-05-10 18:00:00,25.305,0,0.973946,0.945
2020-05-10 19:00:00,26.366,0,0.97346,1.172
2020-05-10 20:00:00,26.952,0,0.972948,1.532
2020-05-10 21:00:00,27.68,0,0.972319,1.83
2020-05-10 22:00:00,28.062,0,0.971511,2.026
2020-05-10 23:00:00,28.048,0,0.970719,2.456
2020-05-11 00:00:00,26.734,0,0.970257,2.049
2020-05-11 01:00:00,24.224,4.37928,0.970487,5.077
2020-05-11 02:00:00,21.38,29.0211,0.971205,8.773
2020-05-11 03:00:00,19.584,21.5989,0.96893,7.924
2020-05-11 04:00:00,19.382,21.8149,0.967546,7.995
2020-05-11 05:00:00,19.032,23.0462,0.969338,8.023
2020-05-11 06:00:00,18.567,5.51174,0.968849,5.378
2020-05-11 07:00:00,18.347,0.794915,0.968475,3.734
2020-05-11 08:00:00,18.161,1.05355,0.968288,3.863
2020-05-11 09:00:00,18.216,5.25491,0.96767,5.312
2020-05-11 10:00:00,17.777,8.67739,0.967284,6.04
2020-05-11 11:00:00,17.933,18.4243,0.966966,7.454
2020-05-11 12:00:00,18.7,52.56,0.96667,11.261
2020-05-11 13:00:00,18.953,54.9592,0.967242,13.509
2020-05-11 14:00:00,17.861,55.2171,0.968149,13.846
2020-05-11 15:00:00,17.645,55.2922,0.968745,13.093
2020-05-11 16:00:00,17.985,55.2467,0.969079,12.785
2020-05-11 17:00:00,18.569,55.1411,0.969168,13.236
2020-05-11 18:00:00,18.702,55.1315,0.969441,14.021
2020-05-11 19:00:00,18.728,55.1391,0.969661,14.666
2020-05-11 20:00:00,18.908,55.1151,0.969838,14.31
2020-05-11 21:00:00,19.186,55.0665,0.969904,15.818
